rank,priority,industry_label,quality_score,source,platform,author,profile_url,compose_url,contact_mode,fit_tier,source_url,published_at,title,signal_summary,recommended_offer,first_message,next_action
29,P2,平台搜索 / 公众号,64,manual_platform_search_plan,微信公众号,平台搜索任务：微信公众号,,,manual_search_task,platform_task,https://weixin.sogou.com/weixin?type=1&query=%E7%95%99%E5%AD%A6%E9%A1%BE%E9%97%AE+%E8%8B%B1%E5%9B%BD%E7%95%99%E5%AD%A6+26fall,,公众号留学机构和内容号补充,用搜狗微信找公众号主页和文章；优先找持续发布申请季内容且有咨询承接的机构号。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、英国留学、26fall申请、G5申请、留学中介

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在微信公众号做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
30,P2,平台搜索 / 贴吧,64,manual_platform_search_plan,贴吧,平台搜索任务：贴吧,,,manual_search_task,platform_task,https://tieba.baidu.com/f/search/res?ie=utf-8&qw=%E7%95%99%E5%AD%A6%E4%B8%AD%E4%BB%8B%E6%8E%A8%E8%8D%90+%E8%8B%B1%E5%9B%BD%E7%95%99%E5%AD%A6,,贴吧留学机构和讨论场补充,贴吧优先用于找公开需求样本和活跃讨论场；机构触达需人工核对账号是否真实承接服务。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学中介推荐、英国留学、申请中介、选校定位

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在贴吧做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
31,P2,平台搜索 / 即刻,64,manual_platform_search_plan,即刻,平台搜索任务：即刻,,,manual_search_task,platform_task,https://web.okjike.com/,,即刻留学和教育服务账号补充,即刻需要站内人工搜索；更适合找教育服务创业者、顾问和内容号，不适合批量自动化。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、英国留学、G5申请、教育创业、获客

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在即刻做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
32,P2,平台搜索 / 脉脉,64,manual_platform_search_plan,脉脉,平台搜索任务：脉脉,,,manual_search_task,platform_task,https://maimai.cn/,,脉脉教育服务从业者补充,脉脉更适合找机构市场/增长负责人；只做人工核对，不采集非公开职场信息。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、国际教育、教育咨询、获客、市场负责人

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在脉脉做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
33,P2,平台搜索 / 领英,64,manual_platform_search_plan,领英,平台搜索任务：领英,,,manual_search_task,platform_task,https://www.linkedin.com/search/results/people/?keywords=%E7%95%99%E5%AD%A6%E9%A1%BE%E9%97%AE+%E5%9B%BD%E9%99%85%E6%95%99%E8%82%B2,,领英国际教育顾问和机构负责人补充,领英适合找机构负责人、顾问和商务合作对象；先人工核对公开 profile，再复制中文或英文首信。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、国际教育、Admissions Consultant、Study Abroad Consultant

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在领英做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
34,P2,平台搜索 / 知乎机构话题,64,manual_platform_search_plan,知乎机构话题,平台搜索任务：知乎机构话题,,,manual_search_task,platform_task,https://www.zhihu.com/search?type=content&q=%E7%95%99%E5%AD%A6%E6%9C%BA%E6%9E%84+%E6%80%8E%E4%B9%88%E8%8E%B7%E5%AE%A2,,知乎留学机构获客讨论补充,专门找讨论获客、招生、线索、转化困难的机构从业者，优先级高于普通内容号。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学机构获客、留学顾问获客、教育咨询获客、招生线索

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在知乎机构话题做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
35,P2,平台搜索 / 抖音,58,manual_platform_search_plan,抖音,平台搜索任务：抖音,,,manual_search_task,platform_task,https://www.douyin.com/search/%E7%95%99%E5%AD%A6%E9%A1%BE%E9%97%AE%2026fall%20%E8%8B%B1%E5%9B%BD%E7%95%99%E5%AD%A6,,抖音留学顾问短视频账号补充,抖音需人工打开搜索结果核对主页；优先找有咨询转化、直播或企业号标识的留学账号。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、英国留学、26fall、G5申请、留学规划

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在抖音做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
36,P2,平台搜索 / 快手,58,manual_platform_search_plan,快手,平台搜索任务：快手,,,manual_search_task,platform_task,https://www.kuaishou.com/search/video?searchKey=%E7%95%99%E5%AD%A6%E9%A1%BE%E9%97%AE+26fall+%E8%8B%B1%E5%9B%BD%E7%95%99%E5%AD%A6,,快手留学顾问和教育账号补充,快手作为增量渠道，先人工找教育/留学账号；只保留主页明确承接咨询的账号。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、留学规划、英国留学、申请季、留学中介

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在快手做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
37,P2,平台搜索 / 视频号,58,manual_platform_search_plan,视频号,平台搜索任务：视频号,,,manual_search_task,platform_task,https://channels.weixin.qq.com/,,视频号留学顾问和机构账号补充,视频号主要在微信内人工搜索；只记录公开视频号主页和公开内容，不导出微信号或私域信息。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学顾问、英国留学、G5申请、26fall、留学规划

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在视频号做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
38,P2,平台搜索 / 豆瓣,58,manual_platform_search_plan,豆瓣,平台搜索任务：豆瓣,,,manual_search_task,platform_task,https://www.douban.com/search?q=%E7%95%99%E5%AD%A6%E4%B8%AD%E4%BB%8B%E6%8E%A8%E8%8D%90+%E8%8B%B1%E5%9B%BD%E7%95%99%E5%AD%A6,,豆瓣留学小组和服务账号补充,豆瓣以小组公开讨论为主，先找需求样本和小组运营者；不要把普通学生当 LeadPulse 客户。,先补足该平台 5-10 个可核对账号，再把合格直客加入 P0/P1 触达队列；不伪造客户，不自动私信。,"搜索关键词：留学中介推荐、英国留学、留学申请、选校定位

筛选规则：只保留公开主页显示为留学机构、留学顾问、国际教育内容号、机构市场/增长负责人的账号；排除学生/家长求助帖、纯攻略号、无咨询承接迹象的泛内容号。

找到合格账号后可发：你好，我看到你在豆瓣做留学申请/顾问相关内容。我这边在做 LeadPulse，用公开平台上的留学需求帖做人工清洗，每条包含原帖链接、需求摘要、意向判断和建议破冰话术，不碰手机号、微信号或私信数据。我可以先发 4 条免费样本给你判断质量；如果能用，再按你的主做方向整理 30-50 条，首轮 999。",平台搜索任务：打开搜索入口，按筛选规则补 5-10 个真实账号，再人工升级为 P0/P1。
